timestamp,x,y,heading
0.08620047569274902,3.216012053265739,3.5251683193667187,-2.043633185455716
0.14220142364501953,3.215955694722218,3.5250651773585315,-2.0287811831361555
0.19816255569458008,3.2158671163677526,3.5250331306004017,-2.0355717659336823
0.2538125514984131,3.2159639522173027,3.5249971935278452,-2.0299771074085147
0.30979323387145996,3.2160546535709,3.5250096070496704,-2.0349351254631998
0.35776185989379883,3.215822167728382,3.525037427694775,-2.0388917927507912
0.4058382511138916,3.215936209360252,3.524925352143539,-2.0142003253643344
0.4685828685760498,3.215998377956615,3.525012574769896,-2.0076886737541186
0.5246305465698242,3.2159789817171975,3.52504765707507,-2.0449981962154697
0.5886132717132568,3.2144121441638043,3.5213857986300434,-1.6057723769490637
0.6511075496673584,3.213406639344544,3.51574836655703,-0.7466670603654771
0.7071454524993896,3.213316357593814,3.5108285912381616,0.2120311234690482
0.7711443901062012,3.212082163540156,3.5062782171884948,0.9006888238599702
0.8270821571350098,3.21093055461326,3.5019435327327573,1.5113564939493969
0.8890788555145264,3.2105187734940888,3.496819926049022,2.4122563151743526
0.9530801773071289,3.2100279977508115,3.490687005206671,3.359266266627847
0.9930200576782227,3.207349565780894,3.4861927643307378,3.8038244856661114
1.0617949962615967,3.2027771595402026,3.4827737821714226,3.4861415271916876
1.1018264293670654,3.1967464231360005,3.4790670383683318,3.120601626136686
1.1817965507507324,3.192379086562043,3.472700383482757,3.415605164582218
1.2682452201843262,3.190454295170955,3.465222939963962,4.406444415347461
1.3402533531188965,3.1872084959607494,3.4568681346079106,5.3804824303285095
1.4122533798217773,3.1832843353362215,3.451189878340373,5.681516199939111
1.4987587928771973,3.1779303960742844,3.445646572309562,5.743875838255274
1.5627007484436035,3.1741924897656704,3.4371694109654736,6.583859253073336
1.6426804065704346,3.17105323100197,3.426668904632938,7.812541893515484
1.6987309455871582,3.1664071473607334,3.417565432725459,8.589879807186204
1.7770147323608398,3.161278515098198,3.4098001706194276,9.013227438248185
1.8410720825195312,3.155543656750263,3.4012305049899663,9.518547413237574
1.9050676822662354,3.1502322128103746,3.3906169651090545,10.385237737576954
1.975820779800415,3.145394338481198,3.377366292872031,11.747018532464802
2.055875539779663,3.1419870142433837,3.361691754654762,13.746674910157942
2.1198692321777344,3.134925384750567,3.348982217887139,14.617424500751378
2.191815137863159,3.12529556399698,3.337643587618638,14.889313576232126
2.270045757293701,3.1163761314235754,3.3259550893401535,15.318075265534146
2.3419861793518066,3.1086405821118266,3.3128225829216733,16.157935463391407
2.4220504760742188,3.101399782383886,3.3006094642360804,16.915266234787126
2.5004372596740723,3.094899896213458,3.286124974610379,18.161283762369134
2.580333709716797,3.088290054850829,3.2723438247541985,19.238232629173087
2.660452365875244,3.0806000735518406,3.25877785589258,20.142538801535977
2.7404441833496094,3.074576254608713,3.240350281175534,21.996919400980943
2.8271472454071045,3.068691674726673,3.2191173788307608,24.229498602368288
2.907200336456299,3.0592701818798176,3.2013726880182825,25.41858480060079
2.98720383644104,3.049346637439459,3.181832296346991,26.80260376585004
3.0818188190460205,3.0425698664129093,3.157610590095921,29.2767901992687
3.1618902683258057,3.0366982476291215,3.1323270448212632,31.986460755774914
3.2329938411712646,3.031025412689868,3.1056291628810637,34.88507911391359
3.305039882659912,3.0257120008662617,3.077509142242973,38.00055611282398
3.384958028793335,3.019977780973998,3.051296891118777,40.77650852140912
3.4638078212738037,3.010526344264666,3.0267697743685678,42.81292160290036
3.543804883956909,3.000600988605416,3.001866279923345,44.82965777561606
3.62380313873291,2.994365524994085,2.9763121508634316,47.429884817378415
3.703810930252075,2.9894340160198696,2.9515666190242302,50.10120949255107
3.781698226928711,2.983475834186956,2.929311904088019,52.30132779236784
3.8537046909332275,2.9767047538259703,2.9088816671043856,54.159671326751564
3.947662115097046,2.9665369994366393,2.8903978619220556,55.29009498462441
4.035644292831421,2.9530663599661584,2.875614373513252,55.471777109373555
